slot_id,service_date,raw_time_label,physical_start,physical_end,dt_hours,price_yuan_per_kwh,load_kw,pv_kw,load_kwh,pv_kwh
55,2000-01-01,9:10,09:00,09:10,0.16666666666666666,1.0146999999999999,5958.9696000000004,5285.4125999999997,993.16160000000002,880.9020999999999
56,2000-01-01,9:20,09:10,09:20,0.16666666666666666,0.99219999999999997,5929.5554000000002,5543.1742000000004,988.25923333333333,923.86236666666673
57,2000-01-01,9:30,09:20,09:30,0.16666666666666666,0.96999999999999997,5923.7828,5788.4093000000003,987.29713333333336,964.73488333333341
58,2000-01-01,9:40,09:30,09:40,0.16666666666666666,0.94220000000000004,5907.5860000000002,6012.1304,984.59766666666667,1002.0217333333334
59,2000-01-01,9:50,09:40,09:50,0.16666666666666666,0.95689999999999997,5899.1261999999997,6216.1527999999998,983.18769999999995,1036.0254666666667
60,2000-01-01,10:00,09:50,10:00,0.16666666666666666,0.99770000000000003,5902.2196000000004,6409.5941000000003,983.70326666666676,1068.2656833333333
61,2000-01-01,10:10,10:00,10:10,0.16666666666666666,0.9919,5897.4793,6599.3807999999999,982.9132166666667,1099.8968
62,2000-01-01,10:20,10:10,10:20,0.16666666666666666,0.95879999999999999,5886.7568000000001,6766.7204000000002,981.12613333333331,1127.7867333333334
63,2000-01-01,10:30,10:20,10:30,0.16666666666666666,0.95489999999999997,5873.4708000000001,6914.5923000000003,978.91179999999997,1152.4320500000001
64,2000-01-01,10:40,10:30,10:40,0.16666666666666666,0.9839,5858.0308000000005,7064.2052999999996,976.3384666666667,1177.3675499999999
65,2000-01-01,10:50,10:40,10:50,0.16666666666666666,0.79900000000000004,5844.9948000000004,7197.4314999999997,974.1658000000001,1199.5719166666665
66,2000-01-01,11:00,10:50,11:00,0.16666666666666666,0.50249999999999995,5839.0586999999996,7303.1142,973.17644999999993,1217.1857
67,2000-01-01,11:10,11:00,11:10,0.16666666666666666,0.4662,5838.7102999999997,7387.6848,973.11838333333333,1231.2808
68,2000-01-01,11:20,11:10,11:20,0.16666666666666666,0.50070000000000003,5823.4377999999997,7459.2269999999999,970.57296666666662,1243.2045000000001
69,2000-01-01,11:30,11:20,11:30,0.16666666666666666,0.48270000000000002,5814.7932000000001,7520.7191000000003,969.13220000000001,1253.4531833333333
70,2000-01-01,11:40,11:30,11:40,0.16666666666666666,0.47849999999999998,5832.3950999999997,7568.2039000000004,972.06584999999995,1261.3673166666667
71,2000-01-01,11:50,11:40,11:50,0.16666666666666666,0.4662,5712.9009999999998,7592.1539000000002,952.15016666666668,1265.3589833333333
72,2000-01-01,12:00,11:50,12:00,0.16666666666666666,0.44319999999999998,5519.4606999999996,7601.0433000000003,919.91011666666657,1266.8405500000001
73,2000-01-01,12:10,12:00,12:10,0.16666666666666666,0.44109999999999999,5494.7906999999996,7612.3159999999998,915.79844999999989,1268.7193333333332
74,2000-01-01,12:20,12:10,12:20,0.16666666666666666,0.4551,5514.4524000000001,7602.6523999999999,919.07540000000006,1267.1087333333332
75,2000-01-01,12:30,12:20,12:30,0.16666666666666666,0.44629999999999997,5485.8289999999997,7554.1872000000003,914.30483333333325,1259.0312000000001
76,2000-01-01,12:40,12:30,12:40,0.16666666666666666,0.4113,5462.3627999999999,7472.7384000000002,910.39379999999994,1245.4564
77,2000-01-01,12:50,12:40,12:50,0.16666666666666666,0.56820000000000004,5566.1066000000001,7393.4171999999999,927.68443333333335,1232.2362000000001
78,2000-01-01,13:00,12:50,13:00,0.16666666666666666,0.82789999999999997,5725.7547999999997,7312.7978999999996,954.29246666666666,1218.7996499999999
79,2000-01-01,13:10,13:00,13:10,0.16666666666666666,0.86360000000000003,5739.4957000000004,7194.5410000000002,956.58261666666669,1199.0901666666666
80,2000-01-01,13:20,13:10,13:20,0.16666666666666666,0.84160000000000001,5714.6836000000003,7053.1370999999999,952.44726666666668,1175.5228500000001
81,2000-01-01,13:30,13:20,13:30,0.16666666666666666,0.86180000000000001,5717.8504999999996,6910.4063999999998,952.97508333333326,1151.7344000000001
82,2000-01-01,13:40,13:30,13:40,0.16666666666666666,0.86229999999999996,5708.2485999999999,6772.4075000000003,951.37476666666669,1128.7345833333334
83,2000-01-01,13:50,13:40,13:50,0.16666666666666666,0.90259999999999996,5696.9182000000001,6607.3599999999997,949.48636666666664,1101.2266666666667
84,2000-01-01,14:00,13:50,14:00,0.16666666666666666,0.97540000000000004,5692.2983000000004,6412.5084999999999,948.7163833333334,1068.7514166666667
85,2000-01-01,14:10,14:00,14:10,0.16666666666666666,1.0002,5687.1291000000001,6214.0158000000001,947.85485000000006,1035.6693
86,2000-01-01,14:20,14:10,14:20,0.16666666666666666,0.99780000000000002,5678.9620000000004,6000.7111999999997,946.49366666666674,1000.1185333333333
87,2000-01-01,14:30,14:20,14:30,0.16666666666666666,1.0270999999999999,5669.4507999999996,5766.9816000000001,944.90846666666664,961.16359999999997
88,2000-01-01,14:40,14:30,14:40,0.16666666666666666,1.0906,5664.1948000000002,5521.5065999999997,944.03246666666666,920.25109999999995
89,2000-01-01,14:50,14:40,14:50,0.16666666666666666,0.93759999999999999,5672.7011000000002,5268.7809999999999,945.45018333333337,878.1301666666667
90,2000-01-01,15:00,14:50,15:00,0.16666666666666666,0.6694,5682.2543999999998,5009.7151999999996,947.04239999999993,834.95253333333324
91,2000-01-01,15:10,15:00,15:10,0.16666666666666666,0.66000000000000003,5669.0195000000003,4743.4484000000002,944.83658333333335,790.57473333333337
92,2000-01-01,15:20,15:10,15:20,0.16666666666666666,0.72170000000000001,5656.3651,4471.2240000000002,942.7275166666667,745.20400000000006
93,2000-01-01,15:30,15:20,15:30,0.16666666666666666,0.73080000000000001,5657.0866999999998,4188.2025000000003,942.84778333333327,698.03375000000005
94,2000-01-01,15:40,15:30,15:40,0.16666666666666666,0.75339999999999996,5662.6008000000002,3889.3930999999998,943.76679999999999,648.2321833333333
95,2000-01-01,15:50,15:40,15:50,0.16666666666666666,0.7823,5669.2596000000003,3594.5945999999999,944.87660000000005,599.09910000000002
96,2000-01-01,16:00,15:50,16:00,0.16666666666666666,0.80549999999999999,5673.4767000000002,3303.8878,945.57945000000007,550.64796666666666
97,2000-01-01,16:10,16:00,16:10,0.16666666666666666,0.82709999999999995,5671.0146000000004,2998.4247,945.16910000000007,499.73745000000002
98,2000-01-01,16:20,16:10,16:20,0.16666666666666666,0.85189999999999999,5661.5925999999999,2687.4131000000002,943.59876666666662,447.90218333333337
99,2000-01-01,16:30,16:20,16:30,0.16666666666666666,0.87909999999999999,5665.8922000000002,2383.1779000000001,944.3153666666667,397.19631666666669
100,2000-01-01,16:40,16:30,16:40,0.16666666666666666,0.90239999999999998,5689.0371999999998,2089.1246000000001,948.17286666666666,348.18743333333333
101,2000-01-01,16:50,16:40,16:50,0.16666666666666666,0.9163,5603.6614,1791.0829000000001,933.9435666666667,298.51381666666668
102,2000-01-01,17:00,16:50,17:00,0.16666666666666666,0.9264,5466.7124000000003,1501.7283,911.11873333333335,250.28805
103,2000-01-01,17:10,17:00,17:10,0.16666666666666666,0.94620000000000004,5467.3939,1255.1723,911.23231666666663,209.19538333333333
104,2000-01-01,17:20,17:10,17:20,0.16666666666666666,0.97419999999999995,5464.7269999999999,1036.3323,910.78783333333331,172.72205
105,2000-01-01,17:30,17:20,17:30,0.16666666666666666,0.98619999999999997,5492.4458000000004,836.77750000000003,915.40763333333337,139.46291666666667
106,2000-01-01,17:40,17:30,17:40,0.16666666666666666,0.97599999999999998,5621.7308000000003,665.23130000000003,936.95513333333338,110.87188333333334
107,2000-01-01,17:50,17:40,17:50,0.16666666666666666,1.0742,5091.2125999999998,516.67579999999998,848.53543333333334,86.112633333333335
108,2000-01-01,18:00,17:50,18:00,0.16666666666666666,1.2313000000000001,4208.5688,386.67309999999998,701.42813333333334,64.445516666666663
109,2000-01-01,18:10,18:00,18:10,0.16666666666666666,1.2561,4122.7610999999997,275.79329999999999,687.12684999999999,45.96555
110,2000-01-01,18:20,18:10,18:20,0.16666666666666666,1.2446999999999999,4255.9358000000002,182.95259999999999,709.32263333333333,30.492099999999997
111,2000-01-01,18:30,18:20,18:30,0.16666666666666666,1.2544999999999999,4225.9524000000001,108.34139999999999,704.32540000000006,18.056899999999999
112,2000-01-01,18:40,18:30,18:40,0.16666666666666666,1.2522,4233.3383999999996,54.312100000000001,705.55639999999994,9.0520166666666668
113,2000-01-01,18:50,18:40,18:50,0.16666666666666666,1.2881,4246.4624999999996,18.6569,707.74374999999998,3.1094833333333334
114,2000-01-01,19:00,18:50,19:00,0.16666666666666666,1.3466,4239.1795000000002,0.27529999999999999,706.52991666666674,0.045883333333333332
115,2000-01-01,19:10,19:00,19:10,0.16666666666666666,1.3523000000000001,4244.6683999999996,0.2296,707.44473333333326,0.038266666666666664
116,2000-01-01,19:20,19:10,19:20,0.16666666666666666,1.3445,4251.9187000000002,0.60070000000000001,708.65311666666673,0.10011666666666667
117,2000-01-01,19:30,19:20,19:30,0.16666666666666666,1.3483000000000001,4256.6813000000002,0,709.4468833333334,0
118,2000-01-01,19:40,19:30,19:40,0.16666666666666666,1.349,4267.3946999999998,0,711.23244999999997,0
119,2000-01-01,19:50,19:40,19:50,0.16666666666666666,1.3472999999999999,4269.9750000000004,0,711.66250000000002,0
120,2000-01-01,20:00,19:50,20:00,0.16666666666666666,1.3482000000000001,4268.6701999999996,0,711.4450333333333,0
121,2000-01-01,20:10,20:00,20:10,0.16666666666666666,1.3512999999999999,4282.2245000000003,0,713.70408333333341,0
122,2000-01-01,20:20,20:10,20:20,0.16666666666666666,1.3400000000000001,4291.7048999999997,0,715.28414999999995,0
123,2000-01-01,20:30,20:20,20:30,0.16666666666666666,1.3489,4291.3611000000001,0,715.22685000000001,0
124,2000-01-01,20:40,20:30,20:40,0.16666666666666666,1.3952,4293.9182000000001,0,715.65303333333338,0
125,2000-01-01,20:50,20:40,20:50,0.16666666666666666,1.2225999999999999,4295.2134999999998,0,715.86891666666668,0
126,2000-01-01,21:00,20:50,21:00,0.16666666666666666,0.93320000000000003,4302.0307000000003,0,717.00511666666671,0
127,2000-01-01,21:10,21:00,21:10,0.16666666666666666,0.90680000000000005,4320.9618,0,720.16030000000001,0
128,2000-01-01,21:20,21:10,21:20,0.16666666666666666,0.93710000000000004,4302.3292000000001,0,717.05486666666673,0
129,2000-01-01,21:30,21:20,21:30,0.16666666666666666,0.93710000000000004,4322.6758,0,720.44596666666666,0
130,2000-01-01,21:40,21:30,21:40,0.16666666666666666,0.98709999999999998,4428.8082999999997,0,738.13471666666658,0
131,2000-01-01,21:50,21:40,21:50,0.16666666666666666,0.77639999999999998,4030.1614,0,671.6935666666667,0
132,2000-01-01,22:00,21:50,22:00,0.16666666666666666,0.4209,3362.7419,0,560.45698333333337,0
133,2000-01-01,22:10,22:00,22:10,0.16666666666666666,0.38590000000000002,3309.3933999999999,0,551.56556666666665,0
134,2000-01-01,22:20,22:10,22:20,0.16666666666666666,0.43680000000000002,3412.9562999999998,0,568.82605000000001,0
135,2000-01-01,22:30,22:20,22:30,0.16666666666666666,0.41980000000000001,3381.9313000000002,0,563.65521666666666,0
136,2000-01-01,22:40,22:30,22:40,0.16666666666666666,0.41860000000000003,3386.5592000000001,0,564.4265333333334,0
137,2000-01-01,22:50,22:40,22:50,0.16666666666666666,0.42409999999999998,3400.4845999999998,0,566.74743333333333,0
138,2000-01-01,23:00,22:50,23:00,0.16666666666666666,0.42370000000000002,3399.2426,0,566.54043333333334,0
139,2000-01-01,23:10,23:00,23:10,0.16666666666666666,0.42480000000000001,3406.9809,0,567.83015,0
140,2000-01-01,23:20,23:10,23:20,0.16666666666666666,0.42399999999999999,3416.1518000000001,0,569.35863333333339,0
141,2000-01-01,23:30,23:20,23:30,0.16666666666666666,0.42199999999999999,3421.9811,0,570.33018333333337,0
142,2000-01-01,23:40,23:30,23:40,0.16666666666666666,0.42399999999999999,3429.6923000000002,0,571.6153833333334,0
143,2000-01-01,23:50,23:40,23:50,0.16666666666666666,0.42709999999999998,3439.0610000000001,0,573.17683333333332,0
144,2000-01-01,0:00+1,23:50,24:00,0.16666666666666666,0.42759999999999998,3444.7258999999999,0,574.12098333333336,0
