slot_id,time_hour,time_label,load_kw,pv_kw,grid_optimized_kw,charge_kw,discharge_kw,storage_net_kw_positive_discharge,grid_baseline_no_storage_kw,price_yuan_per_kwh
30,5.0,5:00,3571.2635,0.2884999999999999,3570.9750000000004,0.0,0.0,0.0,3570.9750000000004,0.4395
31,5.166666666666667,5:10,3562.3171,18.6781,3543.639,0.0,0.0,0.0,3543.639,0.4333
32,5.333333333333333,5:20,3591.3809,54.4698,3536.9110999999994,0.0,0.0,0.0,3536.9110999999994,0.4439
33,5.5,5:30,3579.7045,108.9718,3470.7326999999996,0.0,0.0,0.0,3470.7326999999996,0.4300999999999999
34,5.666666666666667,5:40,3486.119,184.1603,8301.958700000001,5000.0,0.0,-5000.0,3301.9587,0.3713
35,5.833333333333333,5:50,3823.8994,277.0582,3546.8412000000003,0.0,0.0,0.0,3546.8412000000003,0.5707999999999999
36,6.0,6:00,4398.0727,388.5494,0.0,0.0,4009.5233,4009.5233,4009.5233,0.9099
37,6.166666666666667,6:10,4454.0123,521.2803,0.0,0.0,3932.732000000001,3932.732000000001,3932.732000000001,0.9368
38,6.333333333333333,6:20,4371.7919,672.7677,0.0,0.0,3699.0242000000003,3699.0242000000003,3699.0242000000003,0.8758
39,6.5,6:30,4392.953,844.2260999999999,0.0,0.0,3548.7269000000006,3548.7269000000006,3548.7269000000006,0.8759
40,6.666666666666667,6:40,4384.5956,1039.6744,0.0,0.0,3344.921199999999,3344.921199999999,3344.921199999999,0.8600999999999999
41,6.833333333333333,6:50,4434.7757,1259.3375,0.0,0.0,3175.4381999999996,3175.4381999999996,3175.4381999999996,0.8442
42,7.0,7:00,4523.4561,1508.6318,0.0,0.0,3014.8243,3014.8243,3014.8243,0.8334
43,7.166666666666667,7:10,4524.0721,1791.4107,0.0,0.0,2732.6614,2732.6614,2732.6614,0.8092
44,7.333333333333333,7:20,4545.8867,2085.4865,0.0,0.0,2460.4002,2460.4002,2460.4002,0.7972
45,7.5,7:30,4523.2418,2381.2611,0.0,0.0,2141.980699999999,2141.980699999999,2141.980699999999,0.7643999999999999
46,7.666666666666667,7:40,4383.3566,2683.1752,0.0060508719204246005,0.0,1700.1753491280792,1700.1753491280792,1700.1814,0.6898999999999998
47,7.833333333333333,7:50,4910.4599,2986.3552,0.0,0.0,1924.1047,1924.1047,1924.1047,0.8599999999999999
48,8.0,8:00,5799.7327,3289.204,0.0,0.0,2510.528699999999,2510.528699999999,2510.528699999999,1.1617
49,8.166666666666666,8:10,5884.826,3593.3613,0.0,0.0,2291.4647000000004,2291.4647000000004,2291.4647000000004,1.1683
50,8.333333333333334,8:20,5748.0713,3890.7332,0.0,0.0,1857.338099999999,1857.338099999999,1857.338099999999,1.0956
51,8.5,8:30,5769.0581,4181.3417,0.0,0.0,1587.7164000000002,1587.7164000000002,1587.7164000000002,1.0849
52,8.666666666666666,8:40,5754.2105,4471.7657,0.0,0.0,1282.4448000000002,1282.4448000000002,1282.4448000000002,1.061
53,8.833333333333334,8:50,5824.1807,4752.8272,0.0,0.0,1071.3535000000004,1071.3535000000004,1071.3535000000004,1.043
54,9.0,9:00,5954.2601,5021.9074,0.0,0.0,932.3527000000006,932.3527000000006,932.3527000000006,1.036
55,9.166666666666666,9:10,5958.9696,5285.4126,0.0,0.0,673.5570000000007,673.5570000000007,673.5570000000007,1.0147
56,9.333333333333334,9:20,5929.5554,5543.1742,0.0,0.0,386.3811999999996,386.3811999999996,386.3811999999996,0.9922
57,9.5,9:30,5923.7828,5788.4093,0.0,0.0,135.3734999999997,135.3734999999997,135.3734999999997,0.97
58,9.666666666666666,9:40,5907.586,6012.1304,0.0,104.54440000000022,0.0,-104.54440000000022,0.0,0.9422
59,9.833333333333334,9:50,5899.1262,6216.1528,0.0,317.0266000000006,0.0,-317.0266000000006,0.0,0.9569
60,10.0,10:00,5902.2196,6409.5941,0.0,507.3744999999991,0.0,-507.3744999999991,0.0,0.9977
61,10.166666666666666,10:10,5897.4793,6599.3808,0.0,701.9014999999997,0.0,-701.9014999999997,0.0,0.9919
62,10.333333333333334,10:20,5886.7568,6766.7204,0.0,879.9636000000003,0.0,-879.9636000000003,0.0,0.9588
63,10.5,10:30,5873.4708,6914.5923,0.0,1041.1215000000009,0.0,-1041.1215000000009,0.0,0.9549
64,10.666666666666666,10:40,5858.0308,7064.2053,0.0,1206.1744999999994,0.0,-1206.1744999999994,0.0,0.9839
65,10.833333333333334,10:50,5844.9948,7197.4315,0.0,1352.4366999999986,0.0,-1352.4366999999986,0.0,0.799
66,11.0,11:00,5839.0587,7303.1142,0.0,1464.0555000000006,0.0,-1464.0555000000006,0.0,0.5025
67,11.166666666666666,11:10,5838.7103,7387.6848,3451.0255,5000.0,0.0,-5000.0,0.0,0.4662
68,11.333333333333334,11:20,5823.4378,7459.227,0.0,1635.7892000000006,0.0,-1635.7892000000006,0.0,0.5007
69,11.5,11:30,5814.7932,7520.7191,0.0,1705.9258999999997,0.0,-1705.9258999999997,0.0,0.4827
70,11.666666666666666,11:40,5832.3951,7568.2039,1075.6555581828288,2811.4643581828295,0.0,-2811.4643581828295,0.0,0.4784999999999999
71,11.833333333333334,11:50,5712.901,7592.1539,3120.7471000000005,5000.0,0.0,-5000.0,0.0,0.4662
72,12.0,12:00,5519.4607,7601.0433,2918.417399999999,5000.0,0.0,-5000.0,0.0,0.4431999999999999
73,12.166666666666666,12:10,5494.7907,7612.316,2882.4746999999998,5000.0,0.0,-5000.0,0.0,0.4410999999999999
74,12.333333333333334,12:20,5514.4524,7602.6524,2911.800000000001,5000.0,0.0,-5000.0,0.0,0.4551
75,12.5,12:30,5485.829,7554.1872,2931.641799999999,5000.0,0.0,-5000.0,0.0,0.4462999999999999
76,12.666666666666666,12:40,5462.3628,7472.7384,2989.6243999999997,5000.0,0.0,-5000.0,0.0,0.4113
77,12.833333333333334,12:50,5566.1066,7393.4172,0.0,1827.3106000000002,0.0,-1827.3106000000002,0.0,0.5682
78,13.0,13:00,5725.7548,7312.797899999999,0.0,1587.0430999999996,0.0,-1587.0430999999996,0.0,0.8278999999999999
79,13.166666666666666,13:10,5739.4957,7194.541,0.0,1455.0452999999995,0.0,-1455.0452999999995,0.0,0.8636
80,13.333333333333334,13:20,5714.6836,7053.1371,0.0,1338.4535,0.0,-1338.4535,0.0,0.8416
81,13.5,13:30,5717.8505,6910.4064,0.0,1192.5559000000007,0.0,-1192.5559000000007,0.0,0.8618
82,13.666666666666666,13:40,5708.2486,6772.4075,0.0,1064.1589000000001,0.0,-1064.1589000000001,0.0,0.8623
83,13.833333333333334,13:50,5696.9182,6607.36,0.0,910.4418000000003,0.0,-910.4418000000003,0.0,0.9026
84,14.0,14:00,5692.2983,6412.5085,0.0,720.2101999999999,0.0,-720.2101999999999,0.0,0.9754
85,14.166666666666666,14:10,5687.1291,6214.0158,0.0,526.8866999999998,0.0,-526.8866999999998,0.0,1.0002
86,14.333333333333334,14:20,5678.962,6000.7112,0.0,321.7491999999993,0.0,-321.7491999999993,0.0,0.9978
87,14.5,14:30,5669.4508,5766.9816,0.0,97.5308,0.0,-97.5308,0.0,1.0271
88,14.666666666666666,14:40,5664.1948,5521.5066,0.0,0.0,142.6882000000003,142.6882000000003,142.6882000000003,1.0906
89,14.833333333333334,14:50,5672.7011,5268.781,0.0,0.0,403.92010000000005,403.92010000000005,403.92010000000005,0.9376
90,15.0,15:00,5682.2544,5009.7152,672.5392,0.0,0.0,0.0,672.5392,0.6694
91,15.166666666666666,15:10,5669.0195,4743.4484,1600.3961617283944,674.8250617283945,0.0,-674.8250617283945,925.5710999999999,0.66
92,15.333333333333334,15:20,5656.3651,4471.224,1185.1410999999998,0.0,0.0,0.0,1185.1410999999998,0.7217
93,15.5,15:30,5657.0867,4188.2025,1468.8841999999993,0.0,0.0,0.0,1468.8841999999993,0.7308
94,15.666666666666666,15:40,5662.6008,3889.3931,1773.2077000000002,0.0,0.0,0.0,1773.2077000000002,0.7533999999999998
95,15.833333333333334,15:50,5669.2596,3594.5946,2074.665,0.0,0.0,0.0,2074.665,0.7823
96,16.0,16:00,5673.4767,3303.8878,2369.5889000000006,0.0,0.0,0.0,2369.5889000000006,0.8054999999999999
97,16.166666666666668,16:10,5671.0146,2998.4247,2672.589900000001,0.0,0.0,0.0,2672.589900000001,0.8271
98,16.333333333333332,16:20,5661.5926,2687.4131,2974.1794999999997,0.0,0.0,0.0,2974.1794999999997,0.8518999999999999
99,16.5,16:30,5665.8922,2383.1779,3282.7143,0.0,0.0,0.0,3282.7143,0.8790999999999999
100,16.666666666666668,16:40,5689.0372,2089.1246,3599.9125999999997,0.0,0.0,0.0,3599.9125999999997,0.9024
101,16.833333333333332,16:50,5603.6614,1791.0829,3812.5785,0.0,-0.0,-0.0,3812.5785,0.9163
102,17.0,17:00,5466.7124,1501.7283,3964.9841,0.0,-0.0,-0.0,3964.9841,0.9264
103,17.166666666666668,17:10,5467.3939,1255.1723,4212.2216,0.0,-0.0,-0.0,4212.2216,0.9462
104,17.333333333333332,17:20,5464.727,1036.3323,4428.394699999999,0.0,-0.0,-0.0,4428.394699999999,0.9742
105,17.5,17:30,5492.4458,836.7775,4655.668299999999,0.0,-0.0,-0.0,4655.668299999999,0.9862
106,17.666666666666668,17:40,5621.7308,665.2313,4956.4995,0.0,0.0,0.0,4956.4995,0.976
107,17.833333333333332,17:50,5091.2126,516.6758,4574.5368,0.0,0.0,0.0,4574.5368,1.0742
108,18.0,18:00,4208.5688,386.6731,3821.8957,0.0,-0.0,-0.0,3821.8957,1.2313
109,18.166666666666668,18:10,4122.7611,275.7933,3191.3642999999993,0.0,655.6035000000003,655.6035000000003,3846.9678,1.2561
110,18.333333333333332,18:20,4255.9358,182.9526,4072.9831999999997,0.0,0.0,0.0,4072.9831999999997,1.2447
111,18.5,18:30,4225.9524,108.3414,4117.611,0.0,0.0,0.0,4117.611,1.2545
112,18.666666666666668,18:40,4233.3384,54.3121,4179.0262999999995,0.0,0.0,0.0,4179.0262999999995,1.2522
113,18.833333333333332,18:50,4246.4625,18.6569,0.0,0.0,4227.8056,4227.8056,4227.8056,1.2881
114,19.0,19:00,4239.1795,0.2752999999999999,0.0,0.0,4238.904200000001,4238.904200000001,4238.904200000001,1.3466
115,19.166666666666668,19:10,4244.6684,0.2296,0.0,0.0,4244.4388,4244.4388,4244.4388,1.3523
116,19.333333333333332,19:20,4251.9187,0.6007,0.0,0.0,4251.318000000001,4251.318000000001,4251.318000000001,1.3445
117,19.5,19:30,4256.6813,0.0,0.0,0.0,4256.6813,4256.6813,4256.6813,1.3483
118,19.666666666666668,19:40,4267.3947,0.0,0.0,0.0,4267.3947,4267.3947,4267.3947,1.349
119,19.833333333333332,19:50,4269.975,0.0,0.0,0.0,4269.975,4269.975,4269.975,1.3473
120,20.0,20:00,4268.6702,0.0,0.0,0.0,4268.6702,4268.6702,4268.6702,1.3482
121,20.166666666666668,20:10,4282.2245,0.0,0.0,0.0,4282.2245,4282.2245,4282.2245,1.3513
122,20.333333333333332,20:20,4291.7049,0.0,0.0,0.0,4291.7049,4291.7049,4291.7049,1.34
123,20.5,20:30,4291.3611,0.0,0.0,0.0,4291.3611,4291.3611,4291.3611,1.3489
124,20.666666666666668,20:40,4293.9182,0.0,0.0,0.0,4293.9182,4293.9182,4293.9182,1.3952
125,20.833333333333332,20:50,4295.2135,0.0,4295.2135,0.0,-0.0,-0.0,4295.2135,1.2226
126,21.0,21:00,4302.0307,0.0,4302.0307,0.0,0.0,0.0,4302.0307,0.9332
127,21.166666666666668,21:10,4320.9618,0.0,4320.9618,0.0,0.0,0.0,4320.9618,0.9068
128,21.333333333333332,21:20,4302.3292,0.0,4302.3292,0.0,0.0,0.0,4302.3292,0.9371
129,21.5,21:30,4322.6758,0.0,4322.6758,0.0,0.0,0.0,4322.6758,0.9371
130,21.666666666666668,21:40,4428.8083,0.0,4428.8083,0.0,-0.0,-0.0,4428.8083,0.9871
131,21.833333333333332,21:50,4030.1614,0.0,4030.1614,0.0,-0.0,-0.0,4030.1614,0.7763999999999999
132,22.0,22:00,3362.7419,0.0,8362.7419,5000.0,0.0,-5000.0,3362.7419,0.4209
133,22.166666666666668,22:10,3309.3934,0.0,8309.393399999999,5000.0,0.0,-5000.0,3309.3934,0.3859
134,22.333333333333332,22:20,3412.9563,0.0,3412.9563,0.0,0.0,0.0,3412.9563,0.4368
135,22.5,22:30,3381.9313,0.0,8381.9313,5000.0,0.0,-5000.0,3381.9313,0.4198
136,22.666666666666668,22:40,3386.5592,0.0,8386.5592,5000.0,0.0,-5000.0,3386.5592000000006,0.4186
137,22.833333333333332,22:50,3400.4846,0.0,3400.4846,0.0,0.0,0.0,3400.4846,0.4240999999999999
138,23.0,23:00,3399.2426,0.0,8399.2426,5000.0,0.0,-5000.0,3399.2425999999996,0.4237
139,23.166666666666668,23:10,3406.9809,0.0,3406.9809,0.0,0.0,0.0,3406.9809,0.4248
140,23.333333333333332,23:20,3416.1518,0.0,3416.1518000000005,0.0,0.0,0.0,3416.1518000000005,0.4239999999999999
141,23.5,23:30,3421.9811,0.0,8421.9811,5000.0,0.0,-5000.0,3421.9811,0.4219999999999999
142,23.666666666666668,23:40,3429.6923,0.0,5429.6923000000015,1999.9999999999995,0.0,-1999.9999999999995,3429.6923000000006,0.4239999999999999
143,23.833333333333332,23:50,3439.061,0.0,3439.0609999999997,0.0,0.0,0.0,3439.0609999999997,0.4270999999999999
144,24.0,0:00+1,3444.7259,0.0,3444.7259000000004,0.0,0.0,0.0,3444.7259000000004,0.4275999999999999
